job_title,company_name,job_location,job_salary,job_description,job_posted,posted_website,job_link
Senior Consultant - OMNIA AI Product Owner,Deloitte,"Toronto, ON",,"Learn from deep subject matter experts through mentoring and on the job coaching.,Combining machine - learning capabilities with deep business and industry…",19 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=360dfd354221610e&fccid=9e215d88a6b33622&vjs=3
Sr. Full-Stack Software Engineer - Machine Learning,Splunk,"Vancouver, BC",,"An abundance of opportunities to have an impact, work with and learn about cutting edge tools and technologies in machine learning and  , distributed…",22 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=0b528978c6f157a1&fccid=aef928e89977f7f0&vjs=3
AI Developer- Navigation and Motion Planning / Développeur d'IA – Navigation et planification des mouvements.,Unity Technologies,"Montréal, QC",,"Understanding basic principles of  oriented programming (minimum), Unity  Oriented Tool Stack (DOTS) (bonus),.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=635914be15940610&fccid=880e4714f2ad94a8&vjs=3
Senior Machine Learning Engineer,Librestream Technologies,"Winnipeg, MB",,"2+ years of experience in   areas of artificial intelligence, computer vision or natural language processing.,Experience with C/C++/C#.",11 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=86bd97a444f43ab2&fccid=ef3714a8188aeb4d&vjs=3
Machine Learning Engineer II - Ads,"AMZN CAN Fulfillment Svcs, ULC","Toronto, ON",,"Coursework or thesis in machine learning,  mining, information retrieval, statistics or natural language processing.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=2151786b6cd45c00&fccid=fe2d21eef233e94a&vjs=3
"(CAN) Manager, Pricing Strategy and Analytics",Walmart Canada,"Mississauga, ON",,"Experience in POS , transaction , competition , market  etc.,Experience in POS , transaction , competition , market  etc.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=27c7f0414709b78f&fccid=822bc5d9a49270ea&vjs=3
"Senior Machine Learning Engineer, Shopping Content Mining",Pinterest,"Toronto, ON",,"Hands-on experience with big  technologies (e.g., Hadoop/Spark) and scalable realtime systems that process stream data.,3+ years of industry experience.",15 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=428ce6461d267cb5&fccid=43014b1412e0a7b6&vjs=3
Customer Success Manager – AI Analytics Platform company,Groom & Associes,"Montréal, QC",,They collect billions of  points every month and are looking to set up a dedicated team in the product team to focus on AI to leverage that  for their…,13 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=e08267e3bc3e51e3&fccid=8d08a26504cbffaa&vjs=3
Gestionnaire BI / Scrum Master,agileDSS,"Montréal, QC",,"Depuis 15 ans, nous accompagnons les grandes entreprises québécoises à tirer le meilleur parti de leurs données par le biais d’une expertise de pointe en…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=f48dfba141c273f5&fccid=b9c61d63cdbdfebf&vjs=3
Senior Machine Learning Engineer,Librestream,"Winnipeg, MB",,"2+ years of experience in   areas of artificial intelligence, computer vision or natural language processing.,Experience with C/C++/C#.",11 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=621903e8fff9b707&fccid=12baada8275754a2&vjs=3
Web Analytics Developer,IQ Hunt,"Toronto, ON",,"3+ years in a  analytics, reporting,   or business intelligence role with an ability to blend and analyze multiple  sets.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=7e52770762965ec7&fccid=1aed40d20a3c18d7&vjs=3
"Senior Consultant, AI Strategy - Supply Chain & AI, Omnia AI",Deloitte,"Toronto, ON",,"Learn from deep subject matter experts through mentoring and on the job coaching.,As a Senior Consultant, AI Strategy – Supply Chain & AI within our Omnia AI…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=6f3f98e969faddfb&fccid=9e215d88a6b33622&vjs=3
"Manager, software development, Omnia AI",Deloitte,"Toronto, ON",,,30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=f6f491f0eb64fbc1&fccid=9e215d88a6b33622&vjs=3
"Senior Software Engineer, Machine Learning",ThinkData Works,"Toronto, ON",,"Whether sourcing new streams of public  or transforming existing internal information, ThinkData’s platform, Namara, acts as a  refinery, serving up…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=4086f0aad04312ce&fccid=cc0861c00ab24001&vjs=3
"Product Manager, Fixed Income AI Analytics",Overbond,"Toronto, ON",,"Lead  integration and  assembly relationships with external vendors.,Bridge the communication channel and understanding between engineering, data…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=cf96c5d360760498&fccid=571991c776701fba&vjs=3
"Senior Manager - Data Platform Architect, Omnia AI - Montreal",Deloitte,"Montréal, QC",,"You will play an active role throughout the entire engagement cycle, specializing in modern  solutions including  ingestion/data pipeline frameworks,…",18 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=1262a261c65a36f1&fccid=9e215d88a6b33622&vjs=3
Programmer/Developer Lead - Sr Data Analyst - Visualization,Capgemini,"Toronto, ON",,"Evaluate and make decisions regarding the alternative tools and platforms that can be used to perform activities around  collection,  distrubution and…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=0bb90e2ba835f878&fccid=105ecfd0283f415f&vjs=3
"Consultant, SAS Solutions Implementation, Omnia AI Ottawa",Deloitte,"Ottawa, ON",,,30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=d633e2cf4093b966&fccid=9e215d88a6b33622&vjs=3
"(CAN) Manager, Pricing Strategy and Analytics",Walmart Canada,"Mississauga, ON",,"Experience in POS , transaction , competition , market  etc.,Experience in POS , transaction , competition , market  etc.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=27c7f0414709b78f&fccid=822bc5d9a49270ea&vjs=3
Senior Machine Learning Engineer,Augmenta,"Toronto, ON",,"Interactive 3D graphics and  visualization.,Research, design and implement robust, scalable mathematical models for behavioral modeling, simulation and…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=aa6ca3025eec9760&fccid=e58b98011df8b83e&vjs=3
"Senior Manager, Big Data Platform",Alberta Motor Association,"Edmonton, AB",,"Identify, recommend and present proof of concept projects related to  engineering,   or  governance.,LEADERSHIP YOU CAN  BANK ON.",22 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=af1501c3384cc7ca&fccid=e6c501a44445ee31&vjs=3
"Senior Software Engineer, Machine Learning Algorithms",SoundHound Inc.,"Toronto, ON",,"You have a deep knowledge of  structures and algorithms.,Work on various natural language processing problems like language modeling, text segmentation,…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=65d5fe1600fbcbb3&fccid=80413c126d4e4312&vjs=3
AI Developer- Navigation and Motion Planning / Développeur d'IA – Navigation et planification des mouvements.,Unity Technologies,"Montréal, QC",,"Understanding basic principles of  oriented programming (minimum), Unity  Oriented Tool Stack (DOTS) (bonus),.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=635914be15940610&fccid=880e4714f2ad94a8&vjs=3
Scientifique de données sénior (Groupe technologique),Ubisoft,"Montréal, QC",,"Environ 5 ans d'expérience en  des données, en apprentissage automatique, ou en intelligence artificielle (ou autre expérience pertinente) + 2 ans de…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=640059bd904d8018&fccid=237908de095b6446&vjs=3
Senior Principal Machine Learning Engineer,PerkinElmer,"Kitchener, ON",,"7 Years Minimum of related experience with Machine Learning, Deep Learning and/or  Science.,Bachelors Degree in a related area.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=2ed4ee8fbaa41e66&fccid=dedb01f1a81e63e6&vjs=3
Sr Software Developer - Machine Learning,Oracle,"Toronto, ON",,"In this role, you will be doing a blend of traditional   work and big data/software engineering.,Implement   pipelines and applications in…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=efbede4ec3f33472&fccid=cd22d01053af7669&vjs=3
Software Developer in Artificial Intelligence (AI) and IoT,ELITS,"Montréal, QC",,"Program and Design end to end IoT solutions for devices, connectivity and application server.,Development and deployment of a demo system / prototype that will…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=6d7cb736a6618dd3&fccid=0c323b700ca75206&vjs=3
Machine Learning Engineer,24-7 Intouch,"Winnipeg, MB",,"The proven ability to architect scalable, maintainable software and a high-level understanding of   concepts.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=6b5da805ef8baea7&fccid=a7c73ac5920df77c&vjs=3
"Senior Manager, AI Strategy - Supply Chain & AI, Omnia AI",Deloitte,"Toronto, ON",,"Partner with clients to solve their most complex problems.,This role has full life-cycle responsibility over AI projects, which includes responsibility for…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=dada2dc255e15bbb&fccid=9e215d88a6b33622&vjs=3
Machine Learning Developer,PDFTron Systems Inc.,"Vancouver, BC",,"A degree in computer , computer/software engineering or equivalent.,You will use CNN (Convolutional Neural Networks) & Computer Vision tools in…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=f3a67c55635827cf&fccid=f864beb9a05023bc&vjs=3
"Senior Data Analyst, North American Risk and Collections Strategy",BMO Financial Group,"Mississauga, ON",,"Ability to access complex  sources, explore  resources, clean and compile  to provide analytical driven solutions to real business problems.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=2afd4062180df884&fccid=3a429036b3725efa&vjs=3
Planning & Analytics Analyst - (Term 6 months),Parkland Corporation,"Calgary, AB",,"5 years experience in  , analytics,  visualization, building complex models, financial analysis, network planning or forecasting roles,…",13 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=e78477a2e20fc518&fccid=a93ac8ac5827e01f&vjs=3
Machine Learning Engineer,nugget.ai,"Toronto, ON",,"Acquire, Clean, and Transform  using R and Python.,Evaluate state-of-the-art statistical modelling and Machine Learning approaches using large amounts of…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=899a74bb580e7f63&fccid=9272fcc41fd6c68d&vjs=3
"GCP Manager (Google Architect), Omnia AI, Vancouver",Deloitte,"Toronto, ON",,"Has 2+ years of hands-on experience with  lake implementations, core modernization, and  ingestion.,Can showcase at least 2 multi-million  projects …",28 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=87f1302d611cc3ee&fccid=9e215d88a6b33622&vjs=3
Senior Business Analyst (Decision Support Specialist) - Full Time - Markham Site,Markham Stouffville Hospital,"Markham, ON",,"Conduct  quality investigations and engage in continuous  quality improvements;,Experience applying various statistical or   techniques such…",29 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=f1158172b02fc8a4&fccid=1f0a472c791ac7b1&vjs=3
"Sr, Manager, Machine Learning","AMZN CAN Fulfillment Svcs, ULC","Toronto, ON",,"10+ years of relevant  and/or engineering experience.,Master's or Ph.D. in computer  or related discipline.,Experience with online A/B testing.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=21c571fe9247f3a8&fccid=fe2d21eef233e94a&vjs=3
Architecte / Modélisateur de solutions BI,agileDSS,"Montréal, QC",,"Depuis 15 ans, nous accompagnons les grandes entreprises québécoises à tirer le meilleur parti de leurs données par le biais d’une expertise de pointe en…",17 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=6d74561453a2ae50&fccid=b9c61d63cdbdfebf&vjs=3
Software Developer - Data Analytics,CaseWare,"Toronto, ON",,"Experience with   / machine learning libraries such as Pandas, NumPy, Jupyter Notebook, SciKit-learn, TensorFlow.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=a295562ad5e52212&fccid=6f250926d41bc9eb&vjs=3
"Development Manager-Data Analytics (Big Data, Java/Spring)",CaseWare,Remote,,"[TLDR; We’re bringing   to the audit.,Addressing the complex challenges that come up when software and data-driven financial audits collide.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=458b314abdc16a3b&fccid=6f250926d41bc9eb&vjs=3
Ingénieur.e en apprentissage machine / Machine Learning Engineer,CAE Inc.,"Saint-Laurent, QC",,"Understanding of  structures,  modeling and software architecture.,You will bridge the gap between the academic world of   with products that…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=6e63a72fcbf5fc84&fccid=b839f9af280b111f&vjs=3
Chercheur scientifique bilingue en NLP/Bilingual NLP applied research scientist,GenAIz,"Montréal, QC",,"Theoretical and empirical research experience in machine learning, AI, computer , applied mathematics,  , or related technical fields.",3 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=9ca5f36d975608fd&fccid=7071555ea53174d5&vjs=3
"Intern, Small Business Analytics, Canadian Banking - Toronto, ON (Winter 2021)",Scotiabank,"Toronto, ON",,"Leverage advanced analytics techniques and non-traditional  sources to identify potential Small Business customer prospects.,YOU HAVE BASIC KNOWLEDGE IN ….",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=28d09c34d38f9279&fccid=3002307a9e5b4706&vjs=3
Senior Business Intelligence Analyst,BMW Group Financial Services Canada,"Toronto, ON",,"Working knowledge of  mining principles (predictive analytics, collecting  from multiple  systems); experience with related tools (e.g. Rapidminer)…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=96ada49b348b188d&fccid=145f77b9f76cf553&vjs=3
Senior Machine Learning Research Engineer,SoundHound Inc.,"Toronto, ON",,"Work on building large scale Statistical Language Models, a critical system in Speech Recognition.,Run experiments and tune parameters to improve Statistical…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=7dafaa54cad246b3&fccid=80413c126d4e4312&vjs=3
Specialist Business Intelligence Performance Measurement and Reporting,PHSA,"Vancouver, BC",,"Lead the identification of new  sources and implements  extraction routines from departmental feeder systems.,Job type: Regular Full-Time.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=b61f8821ec9c0cda&fccid=f66f721a44de3765&vjs=3
Senior Analytics Implementation Specialist,TD Bank,"Toronto, ON",,"We provide automated reporting and visualization to business partners, and use advanced analytics,   and machine learning to build data-driven…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=0b07fd6fb59b1e0d&fccid=d7114f1cac8d0711&vjs=3
"Assistant Manager (Senior Data Analyst), Decision Analytics Services",EXL Service,"Toronto, ON",,"Determine the  mapping required to join multiple  sets together across multiple sources.,Knowledge of and experience using  models and data…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=6ed928bf29cfe43f&fccid=e3e300fc88f0e813&vjs=3
Machine Learning Engineer – Indexing,Katalyst  Management,Canada,,"From  capture and verification, to  storage and organization, to marketing., Collaborate with colleagues to select and produce appropriate  sets.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=2ba9874a59948311&fccid=b01847e8a8190455&vjs=3
"Actuarial Specialist, Personal Insurance Pricing",Aviva,"Markham, ON",,"Strong problem solving and excellent  analytical skills (SAS, R, Python, etc.).,As part of the Personal Lines Actuarial Street-Pricing team, you will work…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=a4209df572885d82&fccid=354f4c12e3c6bd5a&vjs=3
Sr. Data Analyst,Bond Brand Loyalty Inc,"Mississauga, ON",,"Effectively create highly accurate reports and  analysis to support the marketing team as required.,That can take us in some pretty amazing directions, and…",18 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=1a6bb0c70a90a47d&fccid=dd616958bd9ddc12&vjs=3
